Id,Keywords,Authors,Accesses,Journal,main_topic_15
471,"['Self-control', 'Risky lifestyles', 'Victimization', 'Philippines']",Dan Jerome Barrera,281,Asian Journal of Criminology,Computer Science
472,"['Presidential address', 'Administrative bloat', 'Research bias', 'Academic bias', 'Teaching evaluations', 'Accreditation']",John Stogner,37,American Journal of Criminal Justice,Philosophy
473,[],"V. L. Bakunin, G. G. Denisov & Yu. V. Novozhilova",0,Radiophysics and Quantum Electronics,Education
474,"['Remote sensing', 'Geographic information systems (GIS)', 'Groundwater recharge', 'Analytical hierarchy process (AHP)', 'Weighted index overlay analysis', 'Akoko area']",Oluwaseun Franklin Olabode,399,Journal of Geovisualization and Spatial Analysis,Biomedicine
475,"['Profit-raising entry effect', 'Network externality', 'Compatibility', 'Differentiated Cournot oligopoly', 'Fulfilled expectation', 'D21', 'D43', 'D62', 'L13', 'L15']",Tsuyoshi Toshimitsu,14,Journal of Industrial and Business Economics,Economics
476,"['Hypertension', 'L-798106', 'Hypothalamic paraventricular nucleus (PVN)', 'Oxidative stress', 'Inflammation']","Fang-Fang Wang, Xiao-Jing Yu, Jin-Jun Liu, Kai-Li Liu, Li-Yan Fu, Qing Su, Hong-Bao Li, Qiu-Yue Yi, Hong-Li Gao, Jie Qi, Ying Li & Yu-Ming Kang",249,Cardiovascular Toxicology,Computer Science
477,"['Mediation', 'Stress', 'Fatigue', 'Mindfulness', 'Self-compassion']","Rachel T. van der Meulen, Simon Valentin, Susan M. Bögels & Esther I. de Bruin",276,Mindfulness,Geography 2
478,"['UI Test case prioritization', 'Historical data', 'Constraint satisfaction']",Claudio Magalhães & Alexandre Mota,7,Software Quality Journal,Mathematics
479,"['context', 'neighborhood perceptions', 'collective efficacy', 'Project on Human Development in Chicago Neighborhoods']",Gregory M. Zimmerman,163,Journal of Developmental and Life-Course Criminology,Biomedicine
480,"['Quasiregular mappings', 'Generalized derivatives', 'Zorich transform']",Alastair Fletcher & Jacob Pratscher,21,The Journal of Geometric Analysis,Biomedicine
481,"['Self-efficacy', 'Integrative motivation', 'Motivation', 'Individual differences', 'English achievement', '自我效能', '整合型動機', '動機', '個體差異', '英語成就']",Se Hyun Kim,35,English Teaching & Learning,Economics 2
482,"['stable oxygen isotope', 'water source', 'water use pattern', 'soil water', 'stem water', 'mega-dune', '\nTamarix laxa\n']","Jinhu Zhang, Nai’ang Wang, Zhenmin Niu, Jie Sun & LyuLyu Zhang",86,Journal of Arid Land,Philosophy
483,"['Ranking', 'Social choice theory', 'Confidence set', 'Moment inequality', 'Nippon Professional Baseball', 'C12', 'D71', 'Z20']",Ryo Okui,49,The Japanese Economic Review,Computer Science
484,"['Progressive education', 'Democratic education', 'Agency', 'Manipulation', 'Fascination']",Eugene Matusov,76,Integrative Psychological and Behavioral Science,Psychology
485,[],Jennifer A. Chandler,202,Critical Criminology,Computer Science
486,"['Intimate partner homicide', 'Complexity theory', 'Preventing violence against women']",Sandra Walklate,2358,Asian Journal of Criminology,Psychology
487,"['STEM education', 'Initial teacher training', 'Subject knowledge', 'Design and technology', 'Competence']",Lewis C. R. Jones & John R. Tyrer,2386,International Journal of Technology and Design Education,Physics
488,"['Workload', 'Cognitive performance', 'Task analysis', 'Power plant control room']",Mehran Ghalenoei & Seyed Bagher Mortazavi,106,"Cognition, Technology & Work",Geography 2
489,"['Car ownership', 'Residential location', 'Built environment']",Andrew Schouten,162,Transportation,Geography
490,"['Planning intention', 'Copenhagen Fingerplan', 'Spatiality', 'Visualization of planning']","Gaëtan Palka, Simona R. Grădinaru & Anna M. Hersperger",540,Journal of Geovisualization and Spatial Analysis,Philosophy
491,"['Human papillomavirus', 'Human papillomavirus vaccine', 'Oropharyngeal cancer', 'Dentists', 'Dental hygienists', 'Public health', 'Cancer prevention']","Thomas Luke Arnell, Collin York, Alexis Nadeau, Maeve Lauren Donnelly, Laura Till, Pedram Zargari, Wendy Davis, Thomas Delaney & Jan Carney",267,Journal of Cancer Education,Education
492,"['Memristive function', 'noise', 'synchronisation factor', 'bifurcation', 'network', 'memristor', '05.45.−a']","Yin Zhang, Zhao Yao & Jun Ma",62,Pramana,Psychology
493,"['Mortgage Lending', 'Valuation', 'Collateral']",Hamilton Fout & Nuno Mota,38,The Journal of Real Estate Finance and Economics,Mathematics
494,"['Phonocardiogram', 'Coronary artery disease', 'Empirical mode decomposition', 'Feature extraction', 'K-nearest neighbor', 'Support vector machine']",Muhammad Umar Khan & Sumair Aziz,60,Multimedia Tools and Applications,Geography
495,"['Individual social capital', 'Community social capital', 'Depression', 'Suicide', 'Elderly']",Hui-Jeong Oh & Sung-Man Bae,80,Current Psychology,Geography
496,"['Immunoaging', 'Wild immunology', 'Adaptive immune system', 'Innate immune system', 'Bone microenvironment', 'Mass cytometry']","Christos Nikolaou, Kerstin Muehle, Alberto Sada Japp, Nadine Matzmohr, Marco Frentsch & Andreas Thiel",0,Immunity & Ageing,Psychology 2
497,"['Wavelength division multiplexing (WDM)', 'Lightpath', 'Light trail', 'Light tree', 'Traffic grooming', 'Blocking probability']",Sampa Rani Bhadra,18,Journal of Optics,Education
498,[],Kosuke Mima & Keisuke Kosumi,416,Human Genetics,Biomedicine
499,"['HIV', 'Intensive lifestyle intervention', 'Prediabetes', 'Sleep']","Hataikarn Nimitphong, Chatvara Areevut, Sunee Saetung, Jandanee Sakmanarit & Angsana Phuphuakrat",81,BMC Research Notes,Physics
500,"['Homophobic bullying', 'Parental psychological control', 'Sensation seeking', 'Adolescence', 'Path analysis']",Ugo Pace,662,Journal of Child and Family Studies,Computer Science
501,"['Hyperspectral imagery', 'Target detection', 'Sparse representation', 'Multiple sparse Bayesian learning']",Fanqiang Kong & Keyao Wen,98,Journal of Geovisualization and Spatial Analysis,Mathematics
502,"['Sustainable educational change', 'Innovation in vocational education', 'Self-determination theory', 'Integrated model for sustainable innovation']",G. M. Fix,981,Journal of Educational Change,Geography 2
503,"['energy development', 'urbanization', 'dynamic transition mechanism', 'PSTR model', 'Central Asia']","Yannan Zhou, Yu Yang, Zhouying Song, Ze He, Siyou Xia & Yawen Ren",37,Journal of Geographical Sciences,Economics 2
504,"['Moral realism', 'Moral arguments', 'Robust realism', 'Minimal realism']",Camil Golub,1154,Ethical Theory and Moral Practice,Mathematics
505,"['second-kind Fredholm integral equation', 'numerical solution', 'randomized algorithm', 'projection algorithm', 'grid algorithm', 'computational kernel', '65C40', '45B05', '65C05']",A. V. Voytishek,3,Journal of Mathematical Sciences,Computer Science
506,"['Magnitudes', 'Values', 'Realism', 'Measurement', 'Concatenation', 'Goodness', 'Badness', 'Neutrality']",Krister Bykvist,240,Synthese,Mathematics
507,"['Remote sensing', 'Multi spectral scanner (MSS)', 'K-means', 'Unsupervised classification']",A. Serwa,108,Spatial Information Research,Criminology and Crime Justice
508,"['Arrow', 'Desirability', 'Social choice', 'Opinion pooling', 'Imprecise probabilities', 'Coherence']",Arianna Casanova & Marco Zaffalon,0,Annals of Mathematics and Artificial Intelligence,Physics
509,"['COVID-19', 'spatio-temporal transmission', 'timelines', 'mitigation strategy', 'China', 'the US']","Zhiming Feng, Chiwei Xiao, Peng Li, Zhen You, Xu Yin & Fangyu Zheng",161,Journal of Geographical Sciences,Geography
510,"['Moral luck', 'Implicit bias', 'Experimental philosophy', 'Edouard Machery']",Samuel Laves,195,Philosophia,Philosophy
511,"['Credit', 'Financial deepening', 'Income inequality', 'Interest rates', 'Open economy', '\n\\(r-g\\)\n', 'E44', 'F43', 'P43']",Péter Benczúr & Virmantas Kvedaras,1901,Empirical Economics,Computer Science
512,"['Disruptive innovation', 'Ownership', 'Soft budget constraint', 'Capitalism', 'Socialism', 'G30', 'L2', 'O31', 'P51']",Di Guo,185,Public Choice,Psychology
513,"['Composite steel and concrete structural members', 'Artificial intelligence', 'ANFIS', 'Optimization']",Hai-Bang Ly & Binh Thai Pham,327,Neural Computing and Applications,Philosophy
514,"['Jail inmates', 'Behavioral health', 'Mental health', 'Substance use disorder', 'Recidivism']",Albert M. Kopak & Lucas Maness,1584,Health & Justice,Psychology
515,"['Anthropogenic soils', 'USDA/NRCS soil taxonomies', 'Strategic unknowing', 'Lines of flight']",Sebastián Ureta & Alvaro Otaegui,66,Agriculture and Human Values,Mathematics
516,"['Islam', 'Gender', 'Islamic feminism', 'Women entrepreneurs', 'Conflict zones']",Doaa Althalathini,4,Journal of Business Ethics,Mathematics
517,"['Multiple equilibria', 'Procurement', 'Word-of-Mouth', 'Evolutionary game', 'Endogenous monitoring technology', 'Fluctuations', 'C61', 'C63', 'H57', '37E', '39A', '37F', '37G']",Raffaella Coppier & Elisabetta Michetti,240,Decisions in Economics and Finance,Physics
518,"['Community of Practice', 'Mathematics education', 'Professional development', 'Science education', 'Teacher education']",Andrea E. Weinberg,584,International Journal of Science and Mathematics Education,Computer Science
519,"['Sexual assault', 'Prevention', 'Bystander', 'Meta-analysis']",Heather Hensman Kettrey,956,Journal of Experimental Criminology,Geography
520,"['Entropy numbers', 'Schütt’s theorem', 'Finite-dimensional (quasi-)normed spaces', 'Function spaces with small mixed smoothness', 'Compact embeddings.', '41A46', '42B35', '42C40', '46E35']",Sebastian Mayer,165,Constructive Approximation,Philosophy
521,"['Apprentices', 'Firm performance', 'Panel data', 'Training', 'Workplace', 'I21', 'J24', 'L25']",Sofie Cabus,206,Empirical Economics,Geography
522,"['Logistics', 'Network interdiction', 'Location-routing problem', 'Stackelberg game', '90B06', '90B80', '91A65', '68W50']",Ali Nadizadeh,42,Computational and Applied Mathematics,Biomedicine
523,[],Chunming Luo,144,Psychological Research,Computer Science
524,"['Purchase behavior', 'E-commerce', 'Purchase channel choice', 'Discrete choice modeling']",Alexander Rossolov,384,Transportation,Geography
525,"['Machine learning', 'Non-negative matrix factorization', 'Text mining', 'Crime']",Da Kuang & Andrea L. Bertozzi,11000,Crime Science,Psychology 2
526,"['Xunzi 荀子', '\nYi 義', '\nFen 分 (division)', '\nLi 禮 (ritual)', 'Symbol']",Soon-ja Yang,48,Dao,Education
527,"['Beach', 'Shoreline trend', 'Erosion', 'Deposition', 'Sediment drift', 'Southern tip of India']",V. Joevivek,189,Journal of Coastal Conservation,Psychology
528,"['Enjoyment', 'Boredom', 'Science', 'Perceived value', 'Perceived control', 'Achievement']",Virginia M. C. Tze,47,Motivation and Emotion,Economics
529,"['soil organic carbon', 'Yellow River sediment', 'spatial variation', 'driving mechanism', 'cultivation history']","Guodong Li, Junhua Zhang, Lianqi Zhu, Huiwen Tian, Jiaqi Shi & Xiaojuan Ren",8,Journal of Geographical Sciences,Computer Science
530,"['Informal workplace learning', 'Informal learning conditions', 'Informal learning activities', 'Awareness of learning', 'Police teachers', 'Police education']",David Sjöberg,183,Vocations and Learning,Mathematics
531,"['Women', 'Probation', 'Criminal justice', 'HIV', 'Risk needs assessment']",Camila D. Odio,1828,Health & Justice,Physics
532,"['Three Gorges Reservoir Area', 'functional transformation of agricultural land', 'scaling farmland', 'spatiotemporal features', 'underlying driving forces']",Xinyuan Liang & Yangbing Li,61,Journal of Geographical Sciences,Biomedicine
533,"['FTO', 'Meclofenamic acid', '\nN-CDPCB', 'Intrathecal injection', 'G9a', 'Mu opioid receptor', 'Kv1.2', 'Dorsal root ganglion', 'Neuropathic pain']","Bi-Xin Zheng, Xinying Guo, Sfian Albik, Jean Eloy & Yuan-Xiang Tao",49,Neurotherapeutics,Computer Science
534,"['Metro networks', 'Cascading failures', 'Robustness optimization', 'Coupled map lattices', 'Passenger flow management']",Yi Shen,316,Transportation,Criminology and Crime Justice
535,"['Long memory', 'Gegenbauer', 'R-squared', 'Parametric resampling', 'Power']",Yixun Xing & Wayne A. Woodward,74,Computational Economics,Mathematics
536,"['Facilitator preparation', 'Mathematics education', 'Professional development', 'Teacher leader']","Hilda Borko, Janet Carlson, Rebecca Deutscher, Kelly L. Boles, Victoria Delaney, Alissa Fong, Michael Jarry-Shore, James Malamut & Susan Million",186,International Journal of Science and Mathematics Education,Computer Science
537,"['Communication skills attitude scale', 'CSAS', 'Medical students', 'Affective components of attitudes', 'Cognitive components of attitudes']","Piotr Przymuszała, Magdalena Cerbin-Koczorowska, Łucja Zielińska-Tomczak & Ryszard Marciniak",295,BMC Medical Education,Mathematics
538,"['History of science', 'History of philosophy', 'Theoretical chemistry', 'Theoretical physics', 'Philosophy of science']",Francesco Di Giacomo,188,Foundations of Chemistry,Philosophy
539,"['Decision under risk', 'Decisions of agents', 'Accountability', 'Outcome bias', 'Financial advice']",Christian König-Kersting,1479,Theory and Decision,Geography
540,"['Oil price shocks', 'Stock market returns', 'Malaysian sectors', 'Narayan and Popp (2010)', 'ARDL model']","Ekhlas Al-hajj, Usama Al-Mulali & Sakiru Adebola Solarin",224,Economic Change and Restructuring,Philosophy
541,"['coupled human-environment relationship', 'systems', 'human activity intensity, resource-carrying capacity', 'ecological constraint', 'openness', 'China']","Yu Yang, Xiaoyun Li, Ze He & Yi Liu",126,Journal of Geographical Sciences,Geography 2
542,"['Wnt signaling', 'Wnt7a', 'Hippocampal reorganization', 'Entorhinal cortex lesion', 'Perforant pathway']",Lizbeth García-Velázquez & Clorinda Arias,175,Cellular and Molecular Neurobiology,Psychology
543,"['Tracking', 'Evaluation', 'Performance measure', 'Scale', 'Orientation and complex environment']",Ajoy Mondal,2,Multimedia Systems,Philosophy
544,"['Goods and Services Tax (GST)', 'GST Council', 'Voting schema', 'Weighted majority voting games', 'Winning and blocking coalition', 'Blocking power', 'C7', 'D7', 'H1', 'H2', 'H7']",Sanjay Bhattacherjee,524,International Journal of Game Theory,Computer Science
545,"['Digital humanities', 'Visual arts', 'Deep learning', 'Computer vision', 'Literary review']",Giovanna Castellano & Gennaro Vessio,391,Neural Computing and Applications,Education
546,[],"Sarah Maaß, Hedderik van Rijn & Martin Riemer",264,Psychological Research,Philosophy
547,"['Bénard–Rayleigh convection', 'Rolls', 'Domain walls', 'Bifurcations']",Mariana Haragus,21,Journal of Dynamics and Differential Equations,Garbage
548,"['Fecal egg count', 'McMaster', 'Wisconsin', 'Automated', 'Horse', 'Analyst']","Jennifer L. Cain, Parul Suri & Martin K. Nielsen",175,Parasitology Research,Mathematics
549,"['Anomalies in Field and String Theories', 'Global Symmetries', 'Space-Time Symmetries']",S. Abdallah & M. B. Fröb,27,Journal of High Energy Physics,Physics
550,"['Touch', 'Senses', 'Becoming', 'Sisters Hope', 'Maxine Sheets-Johnstone', 'Juhani Pallasmaa', 'Erin Manning']",Sharon Todd,22,Studies in Philosophy and Education,Mathematics
551,"['Administrative order', 'Civility', 'Disorders', 'Ethnography', 'Incivility', 'Policing', 'Public order', 'Incivility measurement', 'Incivility regulation', 'Local security policy', 'Public space', 'Social control', 'Urban life']",Carole Gayet-Viaud,523,European Journal on Criminal Policy and Research,Geography 2
552,"['Cloud detection', 'Multi-scale decomposition', 'Domain transform filter', 'Regular-shaped artificial ground objects']","Jing Zhang, Qin Zhou, Xiao Shen & Yunsong Li",187,Journal of Geovisualization and Spatial Analysis,Computer Science
